	A1Huang	A2Du	A2Huang	A2Li	D10Udall	D5Paterson	D5Udall	D5Wang	F1Grover	G2Cai	Goano	Gosto
OG0056553											Goano.012G209100-1	
OG0056554											Goano.012G213300-1	
OG0056555											Goano.012G213700-1	
OG0056556											Goano.012G216300-1	
OG0056557											Goano.012G217100-1	
OG0056558											Goano.012G217600-1	
OG0056559											Goano.012G218200-1	
OG0056560											Goano.012G219400-1	
OG0056561											Goano.012G220800-1	
OG0056562											Goano.012G230600-1	
OG0056563											Goano.012G232800-1	
OG0056564											Goano.012G233100-1	
OG0056565											Goano.012G236900-1	
OG0056566											Goano.012G244200-1	
OG0056567											Goano.012G252400-1	
OG0056568											Goano.012G254500-1	
OG0056569											Goano.012G261100-1	
OG0056570											Goano.012G263400-1	
OG0056571											Goano.012G264100-1	
OG0056572											Goano.012G266800-1	
OG0056573											Goano.012G268400-1	
OG0056574											Goano.012G275000-1	
OG0056575											Goano.012G285100-1	
OG0056576											Goano.012G300000-1	
OG0056577											Goano.012G300200-1	
OG0056578											Goano.013G004600-1	
OG0056579											Goano.013G007200-1	
OG0056580											Goano.013G016700-1	
OG0056581											Goano.013G021600-1	
OG0056582											Goano.013G034100-1	
OG0056583											Goano.013G036800-1	
OG0056584											Goano.013G038400-1	
OG0056585											Goano.013G042100-2	
OG0056586											Goano.013G043800-1	
OG0056587											Goano.013G045100-1	
OG0056588											Goano.013G045300-1	
OG0056589											Goano.013G045600-1	
OG0056590											Goano.013G046200-1	
OG0056591											Goano.013G052900-1	
OG0056592											Goano.013G054200-1	
OG0056593											Goano.013G054600-1	
OG0056594											Goano.013G064000-1	
OG0056595											Goano.013G065400-1	
OG0056596											Goano.013G069600-1	
OG0056597											Goano.013G071900-1	
OG0056598											Goano.013G073400-1	
OG0056599											Goano.013G078000-2	
OG0056600											Goano.013G078700-1	
OG0056601											Goano.013G081200-1	
OG0056602											Goano.013G081700-1	
OG0056603											Goano.013G084700-1	
OG0056604											Goano.013G084800-1	
OG0056605											Goano.013G084900-1	
OG0056606											Goano.013G093100-1	
OG0056607											Goano.013G093800-1	
OG0056608											Goano.013G097800-3	
OG0056609											Goano.013G098900-1	
OG0056610											Goano.013G099800-1	
OG0056611											Goano.013G100400-1	
OG0056612											Goano.013G100900-1	
OG0056613											Goano.013G102000-1	
OG0056614											Goano.013G103200-1	
OG0056615											Goano.013G103800-1	
OG0056616											Goano.013G109700-1	
OG0056617											Goano.013G109900-1	
OG0056618											Goano.013G110800-1	
OG0056619											Goano.013G110900-1	
OG0056620											Goano.013G112400-1	
OG0056621											Goano.013G112500-1	
OG0056622											Goano.013G114300-1	
OG0056623											Goano.013G114600-1	
OG0056624											Goano.013G114700-1	
OG0056625											Goano.013G117500-1	
OG0056626											Goano.013G123400-1	
OG0056627											Goano.013G125300-1	
OG0056628											Goano.013G126500-1	
OG0056629											Goano.013G127600-1	
OG0056630											Goano.013G127700-1	
OG0056631											Goano.013G128700-1	
OG0056632											Goano.013G128800-1	
OG0056633											Goano.013G129800-1	
OG0056634											Goano.013G129900-1	
OG0056635											Goano.013G131000-1	
OG0056636											Goano.013G132100-1	
OG0056637											Goano.013G132300-1	
OG0056638											Goano.013G132900-1	
OG0056639											Goano.013G134600-1	
OG0056640											Goano.013G135000-1	
OG0056641											Goano.013G135100-1	
OG0056642											Goano.013G135200-1	
OG0056643											Goano.013G136000-1	
OG0056644											Goano.013G138300-1	
OG0056645											Goano.013G139000-1	
OG0056646											Goano.013G141900-1	
OG0056647											Goano.013G142100-1	
OG0056648											Goano.013G143000-1	
OG0056649											Goano.013G144900-1	
OG0056650											Goano.013G147200-1	
OG0056651											Goano.013G148400-1	
OG0056652											Goano.013G148600-1	
OG0056653											Goano.013G150100-1	
OG0056654											Goano.013G152300-1	
OG0056655											Goano.013G158300-1	
OG0056656											Goano.013G158900-1	
OG0056657											Goano.013G159800-1	
OG0056658											Goano.013G162200-1	
OG0056659											Goano.013G163800-1	
OG0056660											Goano.013G164100-1	
OG0056661											Goano.013G170600-1	
OG0056662											Goano.013G173700-1	
OG0056663											Goano.013G180700-1	
OG0056664											Goano.013G180800-1	
OG0056665											Goano.013G180900-1	
OG0056666											Goano.013G185500-1	
OG0056667											Goano.013G186500-1	
OG0056668											Goano.013G191400-1	
OG0056669											Goano.013G191500-1	
OG0056670											Goano.013G200000-1	
OG0056671											Goano.013G201800-1	
OG0056672											Goano.013G211200-1	
OG0056673											Goano.013G211900-1	
OG0056674											Goano.013G212100-1	
OG0056675											Goano.013G214200-1	
OG0056676											Goano.013G214300-1	
OG0056677											Goano.013G216400-1	
OG0056678											Goano.013G217800-1	
OG0056679											Goano.013G217900-1	
OG0056680											Goano.013G222000-1	
OG0056681											Goano.013G222100-1	
OG0056682											Goano.013G225200-1	
OG0056683											Goano.013G229000-1	
OG0056684											Goano.013G230900-1	
OG0056685											Goano.013G234000-1	
OG0056686											Goano.013G237300-1	
OG0056687											Goano.013G240000-1	
OG0056688											Goano.013G244300-1	
OG0056689											Goano.013G244400-1	
OG0056690											Goano.013G250900-1	
OG0056691											Goano.013G251500-1	
OG0056692											Goano.013G254300-1	
OG0056693											Goano.013G255100-1	
OG0056694											Goano.013G258800-1	
OG0056695											Goano.013G264300-1	
OG0056696											Goano.013G266800-1	
OG0056697											Goano.013G268900-1	
OG0056698											Goano.013G274100-1	
OG0056699											Goano.013G277100-1	
OG0056700											Goano.013G285400-1	
OG0056701											Goano.002G001500-1	
OG0056702											Goano.002G005500-1	
OG0056703											Goano.002G005800-1	
OG0056704											Goano.002G010800-1	
OG0056705											Goano.002G020800-1	
OG0056706											Goano.002G023400-1	
OG0056707											Goano.002G024600-1	
OG0056708											Goano.002G027200-1	
OG0056709											Goano.002G028300-1	
OG0056710											Goano.002G028500-2	
OG0056711											Goano.002G028700-1	
OG0056712											Goano.002G030500-1	
OG0056713											Goano.002G031400-1	
OG0056714											Goano.002G041000-2	
OG0056715											Goano.002G043700-1	
OG0056716											Goano.002G044700-1	
OG0056717											Goano.002G046300-1	
OG0056718											Goano.002G049800-1	
OG0056719											Goano.002G052400-1	
OG0056720											Goano.002G052800-1	
OG0056721											Goano.002G054200-1	
OG0056722											Goano.002G055500-1	
OG0056723											Goano.002G055900-1	
OG0056724											Goano.002G057800-1	
OG0056725											Goano.002G059800-1	
OG0056726											Goano.002G060000-1	
OG0056727											Goano.002G062300-1	
OG0056728											Goano.002G064100-1	
OG0056729											Goano.002G066500-1	
OG0056730											Goano.002G071700-2	
OG0056731											Goano.002G080000-1	
OG0056732											Goano.002G081800-1	
OG0056733											Goano.002G083700-1	
OG0056734											Goano.002G087500-1	
OG0056735											Goano.002G090000-1	
OG0056736											Goano.002G091000-1	
OG0056737											Goano.002G093100-1	
OG0056738											Goano.002G095300-1	
OG0056739											Goano.002G095500-1	
OG0056740											Goano.002G096300-1	
OG0056741											Goano.002G098100-1	
OG0056742											Goano.002G100600-1	
OG0056743											Goano.002G102900-1	
OG0056744											Goano.002G104000-1	
OG0056745											Goano.002G104900-1	
OG0056746											Goano.002G108300-1	
OG0056747											Goano.002G108800-1	
OG0056748											Goano.002G111500-1	
OG0056749											Goano.002G114500-1	
OG0056750											Goano.002G115300-1	
OG0056751											Goano.002G116100-1	
OG0056752											Goano.002G116700-1	
OG0056753											Goano.002G116800-1	
OG0056754											Goano.002G117500-1	
OG0056755											Goano.002G118400-1	
OG0056756											Goano.002G119400-1	
OG0056757											Goano.002G119700-1	
OG0056758											Goano.002G120400-1	
OG0056759											Goano.002G120900-1	
OG0056760											Goano.002G121000-1	
OG0056761											Goano.002G122000-1	
OG0056762											Goano.002G122200-1	
OG0056763											Goano.002G126000-1	
OG0056764											Goano.002G126500-1	
OG0056765											Goano.002G126500-2	
OG0056766											Goano.002G127300-1	
OG0056767											Goano.002G129300-1	
OG0056768											Goano.002G130700-1	
OG0056769											Goano.002G130800-1	
OG0056770											Goano.002G131300-1	
OG0056771											Goano.002G131900-1	
OG0056772											Goano.002G132300-1	
OG0056773											Goano.002G135200-1	
OG0056774											Goano.002G137500-1	
OG0056775											Goano.002G139400-1	
OG0056776											Goano.002G139600-1	
OG0056777											Goano.002G139700-1	
OG0056778											Goano.002G143300-1	
OG0056779											Goano.002G143500-1	
OG0056780											Goano.002G143600-1	
OG0056781											Goano.002G144200-1	
OG0056782											Goano.002G144700-1	
OG0056783											Goano.002G150000-1	
OG0056784											Goano.002G155700-1	
OG0056785											Goano.002G156800-1	
OG0056786											Goano.002G162400-1	
OG0056787											Goano.002G162800-1	
OG0056788											Goano.002G162900-1	
OG0056789											Goano.002G163700-1	
OG0056790											Goano.002G163900-1	
OG0056791											Goano.002G164000-1	
OG0056792											Goano.002G164700-1	
OG0056793											Goano.002G164900-1	
OG0056794											Goano.002G166900-1	
OG0056795											Goano.002G167000-1	
OG0056796											Goano.002G167400-1	
OG0056797											Goano.002G167600-1	
OG0056798											Goano.002G167800-1	
OG0056799											Goano.002G168600-1	
OG0056800											Goano.002G170100-1	
OG0056801											Goano.002G170300-1	
OG0056802											Goano.002G170700-1	
OG0056803											Goano.002G171000-1	
OG0056804											Goano.002G171100-1	
OG0056805											Goano.002G171600-1	
OG0056806											Goano.002G171900-1	
OG0056807											Goano.002G173100-1	
OG0056808											Goano.002G173800-1	
OG0056809											Goano.002G174100-1	
OG0056810											Goano.002G174600-1	
OG0056811											Goano.002G174700-1	
OG0056812											Goano.002G174800-1	
OG0056813											Goano.002G174900-1	
OG0056814											Goano.002G176400-1	
OG0056815											Goano.002G177200-1	
OG0056816											Goano.002G178500-1	
OG0056817											Goano.002G178600-1	
OG0056818											Goano.002G179600-1	
OG0056819											Goano.002G179800-1	
OG0056820											Goano.002G180000-1	
OG0056821											Goano.002G180100-1	
OG0056822											Goano.002G180200-1	
OG0056823											Goano.002G180400-1	
OG0056824											Goano.002G181300-1	
OG0056825											Goano.002G183200-1	
OG0056826											Goano.002G183500-1	
OG0056827											Goano.002G184700-1	
OG0056828											Goano.002G186000-1	
OG0056829											Goano.002G186400-1	
OG0056830											Goano.002G187100-1	
OG0056831											Goano.002G189300-1	
OG0056832											Goano.002G190100-1	
OG0056833											Goano.002G190900-1	
OG0056834											Goano.002G191100-1	
OG0056835											Goano.002G191400-1	
OG0056836											Goano.002G193300-1	
OG0056837											Goano.002G194000-1	
OG0056838											Goano.002G194100-1	
OG0056839											Goano.002G195800-1	
OG0056840											Goano.002G196400-1	
OG0056841											Goano.002G197900-1	
OG0056842											Goano.002G198200-1	
OG0056843											Goano.002G198900-1	
OG0056844											Goano.002G200300-1	
OG0056845											Goano.002G200400-1	
OG0056846											Goano.002G201300-1	
OG0056847											Goano.002G202000-1	
OG0056848											Goano.002G202700-1	
OG0056849											Goano.002G203100-1	
OG0056850											Goano.002G203300-1	
OG0056851											Goano.002G204000-1	
OG0056852											Goano.002G204100-1	
OG0056853											Goano.002G204200-1	
OG0056854											Goano.002G204300-1	
OG0056855											Goano.002G204800-1	
OG0056856											Goano.002G205200-1	
OG0056857											Goano.002G205400-1	
OG0056858											Goano.002G206000-1	
OG0056859											Goano.002G206300-1	
OG0056860											Goano.002G206500-1	
OG0056861											Goano.002G206700-1	
OG0056862											Goano.002G206800-1	
OG0056863											Goano.002G207300-1	
OG0056864											Goano.002G207800-1	
OG0056865											Goano.002G207900-1	
OG0056866											Goano.002G208900-1	
OG0056867											Goano.002G209100-1	
OG0056868											Goano.002G210600-1	
OG0056869											Goano.002G211000-1	
OG0056870											Goano.002G213200-1	
OG0056871											Goano.002G214000-1	
OG0056872											Goano.002G217200-1	
OG0056873											Goano.002G217800-1	
OG0056874											Goano.002G219400-1	
OG0056875											Goano.002G219700-1	
OG0056876											Goano.002G220000-1	
OG0056877											Goano.002G220100-1	
OG0056878											Goano.002G221200-1	
OG0056879											Goano.002G222500-1	
OG0056880											Goano.002G222700-1	
OG0056881											Goano.002G222900-1	
OG0056882											Goano.002G224000-1	
OG0056883											Goano.002G224100-1	
OG0056884											Goano.002G224700-1	
OG0056885											Goano.002G225000-1	
OG0056886											Goano.002G225100-1	
OG0056887											Goano.002G225800-1	
OG0056888											Goano.002G225900-1	
OG0056889											Goano.002G226000-1	
OG0056890											Goano.002G226600-1	
OG0056891											Goano.003G000500-1	
OG0056892											Goano.003G004900-1	
OG0056893											Goano.003G008500-1	
OG0056894											Goano.003G018100-1	
OG0056895											Goano.003G020000-1	
OG0056896											Goano.003G028900-1	
OG0056897											Goano.003G032800-1	
OG0056898											Goano.003G044600-1	
OG0056899											Goano.003G049200-1	
OG0056900											Goano.003G052900-1	
OG0056901											Goano.003G053600-1	
OG0056902											Goano.003G054100-1	
OG0056903											Goano.003G055000-1	
OG0056904											Goano.003G057500-1	
OG0056905											Goano.003G063100-3	
OG0056906											Goano.003G067200-1	
OG0056907											Goano.003G068500-1	
OG0056908											Goano.003G069800-1	
OG0056909											Goano.003G070200-1	
OG0056910											Goano.003G070300-1	
OG0056911											Goano.003G070700-1	
OG0056912											Goano.003G074700-1	
OG0056913											Goano.003G074800-1	
OG0056914											Goano.003G080100-1	
OG0056915											Goano.003G080200-1	
OG0056916											Goano.003G085800-1	
OG0056917											Goano.003G087200-1	
OG0056918											Goano.003G087300-1	
OG0056919											Goano.003G091600-1	
OG0056920											Goano.003G092200-1	
OG0056921											Goano.003G096900-1	
OG0056922											Goano.003G099100-1	
OG0056923											Goano.003G102200-1	
OG0056924											Goano.003G103300-1	
OG0056925											Goano.003G103400-1	
OG0056926											Goano.003G105200-1	
OG0056927											Goano.003G107700-1	
OG0056928											Goano.003G108300-1	
OG0056929											Goano.003G109900-1	
OG0056930											Goano.003G110500-1	
OG0056931											Goano.003G111800-1	
OG0056932											Goano.003G112400-1	
OG0056933											Goano.003G112500-1	
OG0056934											Goano.003G114400-1	
OG0056935											Goano.003G115200-1	
OG0056936											Goano.003G115300-1	
OG0056937											Goano.003G115600-1	
OG0056938											Goano.003G115800-1	
OG0056939											Goano.003G116700-1	
OG0056940											Goano.003G117100-1	
OG0056941											Goano.003G119500-1	
OG0056942											Goano.003G119600-1	
OG0056943											Goano.003G120400-1	
OG0056944											Goano.003G120500-1	
OG0056945											Goano.003G122500-1	
OG0056946											Goano.003G123500-1	
OG0056947											Goano.003G123600-1	
OG0056948											Goano.003G123700-1	
OG0056949											Goano.003G124500-1	
OG0056950											Goano.003G125000-1	
OG0056951											Goano.003G126200-1	
OG0056952											Goano.003G126500-1	
OG0056953											Goano.003G127900-1	
OG0056954											Goano.003G128300-1	
OG0056955											Goano.003G129500-1	
OG0056956											Goano.003G129600-1	
OG0056957											Goano.003G130000-1	
OG0056958											Goano.003G132500-1	
OG0056959											Goano.003G134900-1	
OG0056960											Goano.003G136500-1	
OG0056961											Goano.003G137100-1	
OG0056962											Goano.003G138500-1	
OG0056963											Goano.003G139200-1	
OG0056964											Goano.003G145400-1	
OG0056965											Goano.003G145600-1	
OG0056966											Goano.003G148300-1	
OG0056967											Goano.003G149000-1	
OG0056968											Goano.003G149600-1	
OG0056969											Goano.003G152700-1	
OG0056970											Goano.003G154700-1	
OG0056971											Goano.003G155000-1	
OG0056972											Goano.003G155100-1	
OG0056973											Goano.003G160700-1	
OG0056974											Goano.003G162700-1	
OG0056975											Goano.003G162900-1	
OG0056976											Goano.003G166400-1	
OG0056977											Goano.003G167400-1	
OG0056978											Goano.003G169000-1	
OG0056979											Goano.003G169200-1	
OG0056980											Goano.003G172200-1	
OG0056981											Goano.003G172900-1	
OG0056982											Goano.003G173200-1	
OG0056983											Goano.003G177800-1	
OG0056984											Goano.003G179100-1	
OG0056985											Goano.003G179700-1	
OG0056986											Goano.003G181500-1	
OG0056987											Goano.003G184600-1	
OG0056988											Goano.003G185500-1	
OG0056989											Goano.003G185800-1	
OG0056990											Goano.003G185900-1	
OG0056991											Goano.003G187400-1	
OG0056992											Goano.003G191100-1	
OG0056993											Goano.003G191900-1	
OG0056994											Goano.003G192600-1	
OG0056995											Goano.003G192800-1	
OG0056996											Goano.003G194400-1	
OG0056997											Goano.003G197900-1	
OG0056998											Goano.003G199600-1	
OG0056999											Goano.003G200900-1	
OG0057000											Goano.003G203100-1	
OG0057001											Goano.003G204200-1	
OG0057002											Goano.003G207000-1	
OG0057003											Goano.003G213600-1	
OG0057004											Goano.003G214600-1	
OG0057005											Goano.003G215500-1	
OG0057006											Goano.003G218300-1	
OG0057007											Goano.003G220900-1	
OG0057008											Goano.003G223000-1	
OG0057009											Goano.003G226400-1	
OG0057010											Goano.003G226500-1	
OG0057011											Goano.003G226900-1	
OG0057012											Goano.003G229400-1	
OG0057013											Goano.003G232400-1	
OG0057014											Goano.003G235800-1	
OG0057015											Goano.003G241100-1	
OG0057016											Goano.003G241300-1	
OG0057017											Goano.003G252300-1	
OG0057018											Goano.003G253000-1	
OG0057019											Goano.003G253100-1	
OG0057020											Goano.003G267500-1	
OG0057021											Goano.004G010500-1	
OG0057022											Goano.004G011900-1	
OG0057023											Goano.004G014100-1	
OG0057024											Goano.004G021900-1	
OG0057025											Goano.004G023000-1	
OG0057026											Goano.004G023600-1	
OG0057027											Goano.004G028000-1	
OG0057028											Goano.004G029000-1	
OG0057029											Goano.004G030700-1	
OG0057030											Goano.004G031400-1	
OG0057031											Goano.004G037000-1	
OG0057032											Goano.004G041300-1	
OG0057033											Goano.004G043900-1	
OG0057034											Goano.004G048500-1	
OG0057035											Goano.004G051000-1	
OG0057036											Goano.004G055300-1	
OG0057037											Goano.004G057100-1	
OG0057038											Goano.004G061500-1	
OG0057039											Goano.004G063200-1	
OG0057040											Goano.004G065400-1	
OG0057041											Goano.004G065700-1	
OG0057042											Goano.004G066400-1	
OG0057043											Goano.004G068000-1	
OG0057044											Goano.004G070000-1	
OG0057045											Goano.004G073600-1	
OG0057046											Goano.004G074800-1	
OG0057047											Goano.004G077400-1	
OG0057048											Goano.004G078600-1	
OG0057049											Goano.004G078700-1	
OG0057050											Goano.004G085500-1	
OG0057051											Goano.004G086000-1	
OG0057052											Goano.004G086400-1	
OG0057053											Goano.004G086500-1	
OG0057054											Goano.004G087700-1	
OG0057055											Goano.004G087800-1	
OG0057056											Goano.004G092400-1	
OG0057057											Goano.004G092500-1	
OG0057058											Goano.004G098400-1	
OG0057059											Goano.004G100800-1	
OG0057060											Goano.004G102400-1	
OG0057061											Goano.004G102500-1	
OG0057062											Goano.004G104300-1	
OG0057063											Goano.004G104600-1	
OG0057064											Goano.004G104700-1	
OG0057065											Goano.004G105200-1	
OG0057066											Goano.004G106900-1	
OG0057067											Goano.004G109300-1	
OG0057068											Goano.004G109500-1	
OG0057069											Goano.004G110500-1	
OG0057070											Goano.004G111800-1	
OG0057071											Goano.004G111900-1	
OG0057072											Goano.004G112000-1	
OG0057073											Goano.004G112800-1	
OG0057074											Goano.004G114400-1	
OG0057075											Goano.004G119000-1	
OG0057076											Goano.004G121300-1	
OG0057077											Goano.004G124900-1	
OG0057078											Goano.004G127500-1	
OG0057079											Goano.004G128000-1	
OG0057080											Goano.004G129700-1	
OG0057081											Goano.004G131200-1	
OG0057082											Goano.004G131500-1	
OG0057083											Goano.004G134000-1	
OG0057084											Goano.004G134900-1	
OG0057085											Goano.004G136200-1	
OG0057086											Goano.004G136900-1	
OG0057087											Goano.004G137300-1	
OG0057088											Goano.004G138800-1	
OG0057089											Goano.004G140400-1	
OG0057090											Goano.004G141600-1	
OG0057091											Goano.004G144600-1	
OG0057092											Goano.004G145000-1	
OG0057093											Goano.004G145100-1	
OG0057094											Goano.004G149100-1	
OG0057095											Goano.004G151500-1	
OG0057096											Goano.004G154900-1	
OG0057097											Goano.004G155000-1	
OG0057098											Goano.004G157200-1	
OG0057099											Goano.004G164100-1	
OG0057100											Goano.004G165900-1	
OG0057101											Goano.004G166200-1	
OG0057102											Goano.004G167200-1	
OG0057103											Goano.004G168500-1	
OG0057104											Goano.004G169200-1	
OG0057105											Goano.004G169900-1	
OG0057106											Goano.004G173200-1	
OG0057107											Goano.004G175600-1	
OG0057108											Goano.004G175900-1	
OG0057109											Goano.004G176300-1	
OG0057110											Goano.004G186100-1	
OG0057111											Goano.004G187700-1	
OG0057112											Goano.004G188500-1	
OG0057113											Goano.004G197000-1	
OG0057114											Goano.004G198000-2	
OG0057115											Goano.004G201700-1	
OG0057116											Goano.004G208300-1	
OG0057117											Goano.004G208600-1	
OG0057118											Goano.005G001700-1	
OG0057119											Goano.005G002000-1	
OG0057120											Goano.005G004200-1	
OG0057121											Goano.005G009400-1	
OG0057122											Goano.005G010800-1	
OG0057123											Goano.005G012800-1	
OG0057124											Goano.005G013900-1	
OG0057125											Goano.005G016600-1	
OG0057126											Goano.005G018300-1	
OG0057127											Goano.005G018600-1	
OG0057128											Goano.005G019000-1	
OG0057129											Goano.005G019400-1	
OG0057130											Goano.005G019700-1	
OG0057131											Goano.005G020100-1	
OG0057132											Goano.005G020500-1	
OG0057133											Goano.005G021800-1	
OG0057134											Goano.005G022100-1	
OG0057135											Goano.005G022300-1	
OG0057136											Goano.005G022500-1	
OG0057137											Goano.005G022700-1	
OG0057138											Goano.005G024500-1	
OG0057139											Goano.005G024600-1	
OG0057140											Goano.005G024800-1	
OG0057141											Goano.005G027100-1	
OG0057142											Goano.005G027600-1	
OG0057143											Goano.005G028800-1	
OG0057144											Goano.005G032700-1	
OG0057145											Goano.005G035400-1	
OG0057146											Goano.005G037600-1	
OG0057147											Goano.005G038000-1	
OG0057148											Goano.005G038900-1	
OG0057149											Goano.005G041600-1	
OG0057150											Goano.005G041900-1	
OG0057151											Goano.005G045700-1	
OG0057152											Goano.005G046100-1	
OG0057153											Goano.005G047900-1	
OG0057154											Goano.005G049800-1	
OG0057155											Goano.005G050800-1	
OG0057156											Goano.005G051300-1	
OG0057157											Goano.005G054400-1	
OG0057158											Goano.005G055800-1	
OG0057159											Goano.005G060500-1	
OG0057160											Goano.005G064800-1	
OG0057161											Goano.005G069900-1	
OG0057162											Goano.005G070500-1	
OG0057163											Goano.005G071500-1	
OG0057164											Goano.005G074400-1	
OG0057165											Goano.005G076600-1	
OG0057166											Goano.005G078500-1	
OG0057167											Goano.005G085200-1	
OG0057168											Goano.005G085300-1	
OG0057169											Goano.005G085400-1	
OG0057170											Goano.005G086400-1	
OG0057171											Goano.005G096100-1	
OG0057172											Goano.005G096900-1	
OG0057173											Goano.005G105900-1	
OG0057174											Goano.005G106400-1	
OG0057175											Goano.005G111600-1	
OG0057176											Goano.005G112800-1	
OG0057177											Goano.005G113900-1	
OG0057178											Goano.005G118700-1	
OG0057179											Goano.005G123700-1	
OG0057180											Goano.005G126200-1	
OG0057181											Goano.005G127100-1	
OG0057182											Goano.005G127400-1	
OG0057183											Goano.005G127900-1	
OG0057184											Goano.005G128000-1	
OG0057185											Goano.005G128600-1	
OG0057186											Goano.005G129200-1	
OG0057187											Goano.005G130500-1	
OG0057188											Goano.005G132200-1	
OG0057189											Goano.005G132700-1	
OG0057190											Goano.005G135000-1	
OG0057191											Goano.005G135700-1	
OG0057192											Goano.005G137500-1	
OG0057193											Goano.005G137600-1	
OG0057194											Goano.005G146000-1	
OG0057195											Goano.005G147800-1	
OG0057196											Goano.005G149700-1	
OG0057197											Goano.005G151600-1	
OG0057198											Goano.005G152800-1	
OG0057199											Goano.005G153600-1	
OG0057200											Goano.005G155300-1	
OG0057201											Goano.005G161400-1	
OG0057202											Goano.005G166800-1	
OG0057203											Goano.005G169900-1	
OG0057204											Goano.005G170000-1	
OG0057205											Goano.005G170700-1	
OG0057206											Goano.005G174500-1	
OG0057207											Goano.005G175400-1	
OG0057208											Goano.005G178900-1	
OG0057209											Goano.005G179600-1	
OG0057210											Goano.005G183600-1	
OG0057211											Goano.005G183700-1	
OG0057212											Goano.005G184900-1	
OG0057213											Goano.005G189300-1	
OG0057214											Goano.005G190700-1	
OG0057215											Goano.005G191000-1	
OG0057216											Goano.005G193500-1	
OG0057217											Goano.005G197700-1	
OG0057218											Goano.005G210300-1	
OG0057219											Goano.005G212000-1	
OG0057220											Goano.005G213900-1	
OG0057221											Goano.005G214200-1	
OG0057222											Goano.005G216300-1	
OG0057223											Goano.005G217800-1	
OG0057224											Goano.005G223000-1	
OG0057225											Goano.005G226400-1	
OG0057226											Goano.005G244000-1	
OG0057227											Goano.005G254300-1	
OG0057228											Goano.005G255600-1	
OG0057229											Goano.005G266400-1	
OG0057230											Goano.005G274700-2	
OG0057231											Goano.005G274700-3	
OG0057232											Goano.005G276000-1	
OG0057233											Goano.005G280100-1	
OG0057234											Goano.005G282200-1	
OG0057235											Goano.005G283400-1	
OG0057236											Goano.005G287600-1	
OG0057237											Goano.005G292600-1	
OG0057238											Goano.005G293400-1	
OG0057239											Goano.005G299500-1	
OG0057240											Goano.005G299600-1	
OG0057241											Goano.005G300700-2	
OG0057242											Goano.005G305100-1	
OG0057243											Goano.005G305700-1	
OG0057244											Goano.005G314700-2	
OG0057245											Goano.005G317800-1	
OG0057246											Goano.005G319500-1	
OG0057247											Goano.005G323500-1	
OG0057248											Goano.005G326500-1	
OG0057249											Goano.005G331100-1	
OG0057250											Goano.005G331200-1	
OG0057251											Goano.005G331400-1	
OG0057252											Goano.005G333000-1	
OG0057253											Goano.005G333400-1	
OG0057254											Goano.005G334300-1	
OG0057255											Goano.005G340600-1	
OG0057256											Goano.005G340700-1	
OG0057257											Goano.005G341700-1	
OG0057258											Goano.005G342800-1	
OG0057259											Goano.005G344400-1	
OG0057260											Goano.005G346100-1	
OG0057261											Goano.005G361700-1	
OG0057262											Goano.005G366700-1	
OG0057263											Goano.005G366900-1	
OG0057264											Goano.005G367100-1	
OG0057265											Goano.005G371300-1	
OG0057266											Goano.005G374600-1	
OG0057267											Goano.005G377300-1	
OG0057268											Goano.005G378800-1	
OG0057269											Goano.005G379700-1	
OG0057270											Goano.005G401600-1	
OG0057271											Goano.005G406000-1	
OG0057272											Goano.005G415400-2	
OG0057273											Goano.006G002000-1	
OG0057274											Goano.006G003100-1	
OG0057275											Goano.006G005700-2	
OG0057276											Goano.006G009500-1	
OG0057277											Goano.006G010000-1	
OG0057278											Goano.006G016800-1	
OG0057279											Goano.006G017100-1	
OG0057280											Goano.006G028200-1	
OG0057281											Goano.006G030100-1	
OG0057282											Goano.006G031700-1	
OG0057283											Goano.006G032400-1	
OG0057284											Goano.006G045400-1	
OG0057285											Goano.006G046000-1	
OG0057286											Goano.006G050600-1	
OG0057287											Goano.006G057200-1	
OG0057288											Goano.006G057500-1	
OG0057289											Goano.006G060000-1	
OG0057290											Goano.006G064000-1	
OG0057291											Goano.006G066400-1	
OG0057292											Goano.006G069500-1	
OG0057293											Goano.006G069600-1	
OG0057294											Goano.006G070400-1	
OG0057295											Goano.006G072100-1	
OG0057296											Goano.006G073100-1	
OG0057297											Goano.006G078600-1	
OG0057298											Goano.006G079300-1	
OG0057299											Goano.006G080100-1	
OG0057300											Goano.006G080900-1	
OG0057301											Goano.006G084200-1	
OG0057302											Goano.006G084900-1	
OG0057303											Goano.006G085200-1	
OG0057304											Goano.006G085800-1	
OG0057305											Goano.006G086600-1	
OG0057306											Goano.006G088600-1	
OG0057307											Goano.006G088900-1	
OG0057308											Goano.006G092300-1	
OG0057309											Goano.006G092900-1	
OG0057310											Goano.006G095900-1	
OG0057311											Goano.006G096800-1	
OG0057312											Goano.006G099000-1	
OG0057313											Goano.006G099800-1	
OG0057314											Goano.006G100400-1	
OG0057315											Goano.006G101900-1	
OG0057316											Goano.006G102200-1	
OG0057317											Goano.006G102400-1	
OG0057318											Goano.006G103200-1	
OG0057319											Goano.006G104200-1	
OG0057320											Goano.006G104500-1	
OG0057321											Goano.006G105400-1	
OG0057322											Goano.006G106200-1	
OG0057323											Goano.006G106500-1	
OG0057324											Goano.006G117900-1	
OG0057325											Goano.006G118700-1	
